0_0,0_1,0_2,1_0,1_1,1_2,2_0,2_1,2_2,3_0,3_1,3_2,4_0,4_1,4_2,5_0,5_1,5_2,6_0,6_1,6_2,7_0,7_1,7_2,8_0,8_1,8_2,9_0,9_1,9_2,decay_0,decay_1,W_0,W_1,J_0
1.0,1.0,1.0,0.16,0.12,0.08,-0.04,-0.04,-0.28,0.08,-0.18,-0.06,0.04,-0.16,0.08,0.1,0.02,0.12,-0.16,-0.02,-0.02,-0.06,-0.02,0.0,-0.02,0.04,-0.26,-0.1,0.1,-0.12,5.16384406679252,4.504045154690695,4.253093625249256,5.921068389254758,4.750238364285078
1.0,1.0,1.0,0.3,0.16,0.06,0.08,-0.34,0.1,-0.2,0.04,0.04,0.14,0.02,0.04,0.12,-0.06,-0.06,0.0,0.0,0.16,-0.04,-0.2,0.0,-0.14,-0.12,0.06,0.02,0.0,0.02,5.382397610253133,4.868939925864678,2.7283424467884014,5.637323033531878,4.652408118204705
1.0,1.0,1.0,0.1,0.28,-0.06,-0.16,0.08,-0.04,0.02,0.12,0.02,0.16,-0.04,0.04,0.18,0.0,0.1,0.08,-0.14,0.1,-0.14,-0.1,-0.04,0.04,-0.04,0.12,0.02,-0.12,-0.18,4.467190952460671,4.379037304924314,6.151625718398719,4.470552791230393,3.9368082044869674
1.0,1.0,1.0,0.12,0.18,0.02,-0.04,0.04,-0.04,-0.16,0.06,-0.1,0.08,0.0,-0.04,-0.16,0.0,-0.04,-0.06,0.16,0.14,-0.14,-0.16,-0.1,-0.12,-0.08,0.04,0.12,-0.06,0.06,5.0587892545420035,4.6221435413218375,4.544425563110928,4.829767089152871,6.088547297673919
1.0,1.0,1.0,0.16,0.26,-0.02,-0.06,0.08,-0.02,-0.14,-0.02,0.0,-0.02,0.04,-0.1,0.08,-0.18,0.06,0.08,-0.08,-0.2,0.0,0.1,-0.1,-0.06,-0.08,-0.1,-0.08,0.1,-0.18,7.1400212928638425,4.835322579172083,4.16175744120523,3.675583171697844,4.012533242350392
1.0,1.0,1.0,-0.26,-0.18,0.0,-0.06,-0.04,-0.02,0.02,0.16,0.06,-0.16,-0.08,0.16,0.22,-0.06,0.04,0.1,-0.02,0.08,0.24,0.0,-0.08,0.14,-0.06,-0.04,-0.04,0.08,-0.04,3.5603210336591484,3.2227914755362868,5.8628987451110675,6.860594855882432,7.075053936805161
1.0,1.0,1.0,-0.02,0.2,0.1,-0.24,-0.04,-0.08,-0.1,-0.12,-0.14,-0.08,-0.02,-0.1,0.04,0.14,0.02,-0.08,0.06,0.06,0.14,0.12,0.02,-0.02,-0.04,0.02,-0.08,0.06,0.14,5.296580187933381,6.102863972031249,8.017049859662944,5.616058826588559,5.599473238619985
1.0,1.0,1.0,0.0,0.06,0.02,-0.12,0.0,-0.04,-0.02,-0.04,0.14,0.08,0.06,-0.14,-0.06,0.14,-0.08,0.02,-0.18,0.12,-0.14,-0.06,-0.16,0.06,0.02,-0.12,0.04,0.06,0.1,3.874651143079016,4.9013029142135505,4.486171124946921,5.121622102287776,5.284299903952069
1.0,1.0,1.0,0.1,0.14,0.12,-0.18,-0.22,0.0,0.02,-0.02,0.04,0.0,0.0,-0.16,0.08,0.08,0.16,0.06,-0.06,0.12,0.16,0.08,0.16,-0.06,-0.18,0.04,-0.06,0.1,-0.08,4.56919667123403,4.263876632440316,6.280045596822268,4.170408474449411,3.891188208844675
1.0,1.0,1.0,0.2,0.18,0.02,-0.22,-0.04,0.02,0.0,-0.12,0.04,-0.12,0.0,-0.12,-0.14,0.08,-0.06,0.02,-0.02,-0.12,-0.08,0.04,0.08,0.08,-0.08,0.16,-0.12,0.06,-0.02,4.402893397228831,4.4410986606273015,4.744391057797539,5.100953118991562,5.7661175299077385
1.0,1.0,1.0,0.26,0.14,0.0,-0.02,-0.04,0.06,-0.08,-0.06,0.14,0.08,-0.14,0.18,-0.02,0.02,0.04,0.0,-0.18,-0.02,0.0,0.12,0.16,-0.22,-0.04,-0.02,-0.16,0.06,-0.1,4.45497043335063,5.085025132246567,5.287281763452982,4.474160743364129,4.0629389981916875
1.0,1.0,1.0,0.24,0.08,0.08,-0.12,-0.28,0.0,-0.04,0.18,-0.06,-0.02,-0.08,0.1,-0.12,0.14,0.06,-0.06,0.02,-0.04,0.02,0.06,0.2,-0.04,-0.06,-0.18,0.16,-0.1,-0.06,5.899571751272384,5.665274165734114,4.358275176356175,6.024525985646463,4.586859138567398
1.0,1.0,1.0,0.02,0.06,0.04,-0.24,-0.08,0.04,-0.26,-0.06,-0.16,-0.02,0.06,0.08,0.04,-0.18,-0.06,-0.06,0.04,-0.1,-0.04,0.02,0.02,-0.06,0.0,0.14,0.2,0.18,0.18,3.462114817140345,4.014456882935287,5.608133757343812,4.749028327341356,4.517820638849038
1.0,1.0,1.0,0.26,0.24,0.14,-0.18,-0.02,-0.04,-0.04,0.1,-0.06,0.0,-0.02,0.18,-0.14,0.08,0.1,0.12,-0.02,-0.22,0.2,-0.04,-0.16,0.02,0.08,-0.06,0.14,-0.04,-0.1,2.7728867387098997,4.587311948131325,4.372135243417888,3.1877084012139374,5.062503130963356
